taxon,n_species,collessI,sackinI,gamma,temp_mean,temp_sd,temp_skewness,temp_kurtosis,bs_mean,bs_sd,bs_skewness,bs_kurtosis,rs_mean,rs_sd,rs_skewness,rs_kurtosis,bodysize_MRDa_cor,bodysize_MRDn_cor,bodysize_MRDs_cor,bodysize_ED_cor,bodysize_ES_cor,bodysize_DR_cor,temp_MRDa_cor,temp_MRDn_cor,temp_MRDs_cor,temp_ED_cor,temp_ES_cor,temp_DR_cor,temp_max_MRDa_cor,temp_max_MRDn_cor,temp_max_MRDs_cor,temp_max_ED_cor,temp_max_ES_cor,temp_max_DR_cor,rangesize_MRDa_cor,rangesize_MRDn_cor,rangesize_MRDs_cor,rangesize_ED_cor,rangesize_ES_cor,rangesize_DR_cor,bodysize_temp_cor,bodysize_tempmax_cor,bodysize_rangesize_cor,rangesize_temp_cor,rangesize_tempmax_cor,bodysize_MRDa_cor_p,bodysize_MRDn_cor_p,bodysize_MRDs_cor_p,bodysize_ED_cor_p,bodysize_ES_cor_p,bodysize_DR_cor_p,temp_MRDa_cor_p,temp_MRDn_cor_p,temp_MRDs_cor_p,temp_ED_cor_p,temp_ES_cor_p,temp_DR_cor_p,temp_max_MRDa_cor_p,temp_max_MRDn_cor_p,temp_max_MRDs_cor_p,temp_max_ED_cor_p,temp_max_ES_cor_p,temp_max_DR_cor_p,rangesize_MRDa_cor_p,rangesize_MRDn_cor_p,rangesize_MRDs_cor_p,rangesize_ED_cor_p,rangesize_ES_cor_p,rangesize_DR_cor_p,bodysize_temp_cor_p,bodysize_tempmax_cor_p,bodysize_rangesize_cor_p,rangesize_temp_cor_p,rangesize_tempmax_cor_p,richness_mean,richness_max,richness_median,richness_sd,richness_skewness,richness_kurtosis,richness_lat_cor,richness_temp0mya_cor,lat_pd_cor,lat_mpd_cor,lat_mntd_cor,temp_pd_cor,temp_mpd_cor,temp_mntd_cor,richness_pd_cor,richness_mpd_cor,richness_mntd_cor,lat_pd_cor_p,lat_mpd_cor_p,lat_mntd_cor_p,temp_pd_cor_p,temp_mpd_cor_p,temp_mntd_cor_p,richness_pd_cor_p,richness_mpd_cor_p,richness_mntd_cor_p,lat_bsm_cor,lat_bssd_cor,temp_bsm_cor,temp_bssd_cor,richness_bsm_cor,richness_bssd_cor,pd_bsm_cor,mpd_bsm_cor,mntd_bsm_cor,pd_bssd_cor,mpd_bssd_cor,mntd_bssd_cor,lat_bsm_cor_p,lat_bssd_cor_p,temp_bsm_cor_p,temp_bssd_cor_p,richness_bsm_cor_p,richness_bssd_cor_p,pd_bsm_cor_p,mpd_bsm_cor_p,mntd_bsm_cor_p,pd_bssd_cor_p,mpd_bssd_cor_p,mntd_bssd_cor_p,class
musophagiformes,23,0.193915566,0.026634369,-1.718882775,231.9133883,19.33754256,-0.236180031,3.551604941,306.9965217,160.2593055,3.280493407,13.70745371,167.5217391,133.8696345,0.805270738,2.971037165,-0.379634253,-0.201285856,-0.201285856,0.101828979,0.033119134,-0.101828979,-0.137351779,-0.072664369,-0.072664369,-0.023715415,-0.07312253,0.023715415,-0.176522096,-0.039412827,-0.039412827,-0.045875799,-0.089258348,0.045875799,-0.567828038,-0.475648964,-0.475648964,0.440326181,0.369162354,-0.440326181,0.109738026,0.335507922,0.423238579,0.302446266,0.497526284,0.073984872,0.357063308,0.357063308,0.64384771,0.880751325,0.64384771,0.532000649,0.741786745,0.741786745,0.914465926,0.740213056,0.914465926,0.42040621,0.858294738,0.858294738,0.835344347,0.685472941,0.835344347,0.004708603,0.021790129,0.021790129,0.035485905,0.082998188,0.035485905,0.618169808,0.117566534,0.044188343,0.16070681,0.015708276,0.287509697,8,0,0.944026183,3.734183762,17.7875371,-0.436560659,0.311829389,-0.309593732,-0.313692334,-0.24015509,0.201987802,0.205296858,0.153495228,0.680012002,0.687484208,0.52501907,2.37E-284,2.82E-292,1.65E-168,9.25E-119,1.06E-122,8.57E-69,0,0,0,-0.521572699,-0.633485041,0.252149858,0.022539244,0.054193167,0.174422047,0.283013213,0.338067525,0.172292764,0.101921799,0.14107316,0.011272699,1.39E-74,2.51E-119,9.48E-17,0.464797853,0.078644503,1.20E-08,7.29E-21,1.36E-29,1.81E-08,0.000920918,4.27E-06,0.714701154,bird
otidiformes,24,0.737044357,0.564750311,-1.329297736,219.4021835,50.13272104,-1.083150031,4.107507415,2703.232083,2394.365798,0.947137858,2.484414051,297.3333333,323.8367365,1.354918453,3.71135564,0.200869565,0.152207005,0.152207005,-0.275652174,-0.243478261,0.275652174,-0.170434783,-0.187432055,-0.187432055,0.182608696,0.159130435,-0.182608696,-0.189542933,-0.138156727,-0.138156727,0.134205112,0.100218103,-0.134205112,0.09826087,0.147423356,0.147423356,-0.176521739,-0.173043478,0.176521739,0.005217391,0.203486322,0.299130435,0.108695652,0.64749609,0.346620503,0.477700122,0.477700122,0.192316976,0.251598162,0.192316976,0.425895536,0.380477328,0.380477328,0.393074993,0.457655782,0.393074993,0.375037577,0.5197089,0.5197089,0.531834176,0.641263545,0.531834176,0.647823124,0.491805544,0.491805544,0.409303285,0.41874035,0.409303285,0.980696683,0.340241856,0.155619554,0.613156198,0.000625238,0.536772692,8,0,1.07247891,2.696427412,10.99909038,-0.388459733,0.424416487,-0.144789588,-0.149320671,-0.111380826,0.089052943,0.092327184,0.048993055,0.139843989,0.145898527,0.07770037,2.46E-61,3.68E-65,7.27E-37,4.08E-24,8.30E-26,2.62E-08,2.67E-57,2.93E-62,1.01E-18,0.348981814,0.243738457,0.020879146,-0.184453468,-0.115966034,0.266933255,-0.450975789,-0.430297857,-0.458409632,-0.216175861,-0.196950699,-0.230635449,3.68E-42,9.29E-21,0.430465876,2.15E-12,1.12E-05,1.01E-24,1.83E-72,1.93E-65,4.13E-75,1.46E-16,5.93E-14,1.07E-18,bird
passeriformes,5966,8.825232308,8.033370719,-2.509244188,203.2420733,64.14741034,-1.846992652,7.140491758,36.75629232,58.2746783,7.493585976,88.15782644,202.2700302,360.8605116,5.209671991,52.03422022,-0.068948336,-0.055047833,-0.055047833,0.108618311,0.105326405,-0.108618311,-0.039406633,-0.052741951,-0.052741951,0.04052438,0.037777674,-0.04052438,0.025174702,0.006164332,0.006164332,0.019162199,0.019831634,-0.019162199,0.026906077,0.018809912,0.018809912,-0.000787995,0.003109532,0.000787995,0.004051524,-0.01840343,-0.04859708,-0.175443028,0.394336085,9.78E-08,2.10E-05,2.10E-05,4.00E-17,3.45E-16,4.00E-17,0.002332159,4.59E-05,4.59E-05,0.001743732,0.003518627,0.001743732,0.051848223,0.634047998,0.634047998,0.138896789,0.125615537,0.138896789,0.037694344,0.146307197,0.146307197,0.951477182,0.810229353,0.951477182,0.754375676,0.155229177,0.000173297,1.90E-42,3.44E-221,87.09604344,554,76,76.49378218,1.442754675,5.83157328,-0.594401191,0.419781686,0.202912075,0.085467351,0.265116643,-0.068456008,-0.013835055,-0.119927853,-0.68241271,-0.512587575,-0.740148531,7.45E-120,2.47E-22,2.91E-206,7.23E-15,0.116258438,1.67E-42,0,0,0,0.503047049,0.582070515,-0.316721383,-0.41336204,-0.646718745,-0.651760724,0.483368026,0.138307764,0.528728957,0.367684678,-0.036867053,0.426840963,0,0,1.68E-265,0,0,0,0,4.45E-50,0,0,7.86E-05,0,bird
pelecaniformes,106,1.849945257,1.455780787,-1.083248215,205.6844563,50.02809462,-1.262458598,3.848828124,1340.63783,1672.891799,2.927934016,12.60045302,825.9339623,1112.466323,2.509269802,9.836190203,-0.361958121,-0.323380402,-0.323380402,0.437923694,0.416641685,-0.437923694,-0.028047742,0.030502659,0.030502659,0.014247964,0.008000625,-0.014247964,0.034874452,0.00428571,0.00428571,-0.070222582,-0.084070354,0.070222582,0.16322973,0.099827432,0.099827432,-0.199493658,-0.200607106,0.199493658,0.00610647,-0.089211328,-0.246344646,-0.060252012,0.684829211,0.000137559,0.000721547,0.000721547,2.67E-06,8.89E-06,2.67E-06,0.775336623,0.756262318,0.756262318,0.884742613,0.935126955,0.884742613,0.722660634,0.965222368,0.965222368,0.47442551,0.391548453,0.47442551,0.094552014,0.308608648,0.308608648,0.040343298,0.039217506,0.040343298,0.95046322,0.363133007,0.010910302,0.53952266,5.72E-16,6.086733902,28,4,5.816984233,0.641178389,2.284332591,-0.742595575,0.650686469,0.161061779,0.3166647,-0.083793075,-0.147085972,-0.27999938,0.062129568,-0.328382704,-0.528546425,-0.051510571,1.21E-75,4.21E-298,1.58E-21,2.94E-63,8.17E-231,1.67E-12,9.98012604599318e-322,0,4.87E-09,0.233369752,-0.077186777,-0.185924377,0.160791141,-0.187090699,0.176205204,0.503033087,0.657988464,0.2994881,0.403585228,0.436472775,0.327168171,1.62E-109,3.79E-13,1.66E-69,3.22E-52,2.26E-70,1.66E-62,0,0,2.03E-182,0,0,2.45E-219,bird
piciformes,414,2.116828832,1.858040594,1.902423193,218.6526175,51.18466625,-2.223197755,7.878485375,86.37432367,95.7471274,2.999941638,14.89412269,246.1280193,342.1883719,3.372248941,18.26653265,0.214912661,0.231918425,0.231918425,-0.209366429,-0.221672492,0.209366429,-0.147342564,-0.149226486,-0.149226486,0.149350335,0.127603635,-0.149350335,-0.06928896,-0.050396888,-0.050396888,0.069671134,0.06054854,-0.069671134,0.034244313,0.047711574,0.047711574,-0.005499024,0.005557031,0.005499024,-0.059399536,-0.041839548,0.021564346,-0.029211154,0.437444619,1.03E-05,1.84E-06,1.84E-06,1.75E-05,5.28E-06,1.75E-05,0.002652908,0.002333064,0.002333064,0.002313324,0.009345961,0.002313324,0.159353007,0.306319787,0.306319787,0.15705921,0.218927935,0.15705921,0.487139395,0.332842985,0.332842985,0.911179325,0.910246313,0.911179325,0.227812621,0.39582188,0.66175329,0.553389647,8.85E-21,7.466718386,62,5,9.857917709,1.942083006,6.772155677,-0.50713946,0.36077007,0.165013609,-0.15218176,0.205862587,-0.078463385,0.147754549,-0.123664755,-0.761354258,-0.391794499,-0.775020153,2.33E-79,1.22E-67,2.20E-123,4.61E-19,7.98E-64,4.20E-45,0,0,0,0.205475321,0.155364757,-0.16340725,-0.140360299,0.023208711,0.131218531,0.117142897,-0.056230645,0.104612274,0.148592196,0.016221626,0.149371652,1.12E-77,8.75E-45,2.05E-49,8.60E-37,0.037069358,2.49E-32,4.63E-26,4.31E-07,4.40E-21,4.50E-41,0.145060986,1.72E-41,bird
procellariiformes,128,1.265854382,0.91425269,1.736462872,96.2889918,137.6711885,-1.104940065,3.348762552,1084.086406,1817.558016,2.501237231,9.107255207,90.09375,375.2608633,8.765449487,86.2716001,0.190478848,0.173776998,0.173776998,-0.390082621,-0.352284417,0.390082621,-0.144393796,-0.002441021,-0.002441021,-0.020597287,-0.016634069,0.020597287,-0.004432854,0.114697276,0.114697276,-0.062111045,-0.067100654,0.062111045,0.255373071,0.251295053,0.251295053,-0.093878739,-0.094794992,0.093878739,-0.272400393,-0.28947541,-0.096855408,-0.177587603,0.073853278,0.031268388,0.049794123,0.049794123,5.32E-06,4.54E-05,5.32E-06,0.103920407,0.978183674,0.978183674,0.81749334,0.852162642,0.81749334,0.960393108,0.197335192,0.197335192,0.486124686,0.451715086,0.486124686,0.003622701,0.004219714,0.004219714,0.291870388,0.287165189,0.291870388,0.00186663,0.00091917,0.276770102,0.044916591,0.407393024,0.113498836,19,0,0.585398613,13.12751457,298.8408312,0.168928024,-0.150308013,0.002316029,0.001298705,0.00271056,-0.00571267,-0.004675375,-0.007794306,-0.125229782,-0.138254412,-0.142361803,0.792609811,0.882790153,0.758301669,0.516645162,0.595580897,0.37623894,3.24E-46,4.94E-56,2.46E-59,0.399317024,0.484701766,-0.450100498,-0.556710385,0.363952169,0.295211503,-0.219736268,-0.178482737,-0.159640915,0.174890577,0.221916763,0.230268498,5.49E-11,3.91E-16,7.13E-14,9.50E-22,3.02E-09,2.03E-06,0.000465616,0.004644897,0.011480379,0.00555751,0.00040714,0.000240578,bird
psittaciformes,354,2.969883195,2.7374564,2.030584295,223.8872812,47.41335309,-3.881226731,33.23724674,189.5402825,229.3147489,2.992637429,14.30045867,111.8474576,170.2034257,2.652064702,10.83778734,-0.171208953,-0.006147913,-0.006147913,0.185333311,0.181734595,-0.185333311,-0.055798832,-0.012140594,-0.012140594,-0.0332399,-0.061336516,0.0332399,-0.042829813,0.038413949,0.038413949,-0.038857375,-0.033076948,0.038857375,0.019356426,0.088409831,0.088409831,-0.063934276,-0.02851515,0.063934276,-0.01034232,0.072645803,0.092283138,-0.037181132,0.529256965,0.001221578,0.908235665,0.908235665,0.000456426,0.000590639,0.000456426,0.295121959,0.819938245,0.819938245,0.533044478,0.249714929,0.533044478,0.421768589,0.471239455,0.471239455,0.466132162,0.535055209,0.466132162,0.7166535,0.096755365,0.096755365,0.230182202,0.592843102,0.230182202,0.846249051,0.172633371,0.082943378,0.485598952,6.03E-27,2.784871994,32,0,5.546021634,2.440568533,8.487934849,-0.730639762,0.626673495,0.436508126,0.391969609,0.436283111,-0.321687502,-0.266172414,-0.321938924,-0.608964674,-0.484162237,-0.606904226,0,0,0,4.23E-308,5.93E-208,0,0,0,0,-0.061065491,-0.10920025,-0.062179641,-0.091080015,0.593820196,0.731525677,-0.432864908,-0.453667494,-0.26411864,-0.36638242,-0.41396697,-0.175310552,7.46E-05,1.27E-12,5.50E-05,3.33E-09,0,0,1.68E-191,1.86E-212,5.22E-68,1.16E-133,1.08E-173,2.36E-30,bird
strigiformes,206,1.991210692,1.481422202,0.327674886,207.9259194,66.58288407,-1.9510688,6.950683497,373.3465049,463.8611655,2.390422717,9.133256241,377.1650485,765.5264103,4.475944182,30.60711524,-0.123902156,-0.126913361,-0.126913361,0.08784198,0.093958917,-0.08784198,0.005094286,-0.021953048,-0.021953048,-0.077694353,-0.072094896,0.077694353,0.020601547,0.006416019,0.006416019,0.055456417,0.056374925,-0.055456417,0.066873389,0.047148158,0.047148158,0.15337832,0.140079846,-0.15337832,-0.007553708,0.229671433,0.329853878,-0.397667955,0.454292386,0.076004817,0.069091201,0.069091201,0.209287774,0.179164535,0.209287774,0.942066881,0.754124178,0.754124178,0.266991698,0.303103589,0.266991698,0.768819207,0.927073225,0.927073225,0.428526584,0.420906727,0.428526584,0.339556036,0.500972723,0.500972723,0.027733356,0.044621781,0.027733356,0.914187713,0.000897434,1.29E-06,3.24E-09,6.95E-12,5.558339798,20,6,3.7973394,0.329895045,2.709775853,-0.408843212,0.294748071,-0.42317993,-0.382477186,-0.294407353,0.474165983,0.444179008,0.334530349,-0.022681244,-0.122066785,0.06756793,0,0,4.42E-256,0,0,0,0.01001888,5.55E-44,1.60E-14,0.365178136,0.332963596,-0.341369615,-0.328162342,-0.181049942,-0.079988429,-0.348043222,-0.341345591,-0.231269789,-0.334490387,-0.387862495,-0.135402968,0,1.59E-272,3.07E-287,2.52E-264,1.01E-78,1.67E-16,2.98E-299,3.39E-287,1.39E-128,3.66E-275,0,1.63E-44,bird
suliformes,52,1.434687802,1.03545056,1.608627225,151.986531,111.9647338,-1.876378686,7.649288091,1653.825385,636.088988,0.210555065,2.485737653,393.9230769,774.0505594,3.330364148,15.97529426,0.129704345,0.113696525,0.113696525,-0.126755754,-0.111386245,0.126755754,-0.445857969,-0.438140369,-0.438140369,0.427748133,0.376819637,-0.427748133,-0.305382977,-0.283353279,-0.283353279,0.304308858,0.258402035,-0.304308858,-0.106290308,-0.072854615,-0.072854615,0.114914068,0.142884604,-0.114914068,-0.46257792,-0.501580268,-0.367977118,0.20562425,0.612619348,0.359428691,0.422232438,0.422232438,0.370547438,0.431783666,0.370547438,0.000924312,0.001159701,0.001159701,0.001561115,0.005895579,0.001561115,0.027700595,0.041795929,0.041795929,0.028280928,0.06436863,0.028280928,0.453274891,0.607759658,0.607759658,0.417247552,0.312253245,0.417247552,0.000554993,0.000151855,0.007276843,0.143628543,1.39E-06,1.016757176,7,1,1.138223542,1.005510635,3.883001384,-0.646633098,0.582691976,0.542151879,0.535593568,0.548357425,-0.469414172,-0.461046489,-0.482286502,-0.755379635,-0.742682927,-0.749695822,0,0,0,0,0,0,0,0,0,0.509776656,0.219159157,-0.432457042,-0.124135244,0.360695772,0.321491754,-0.048482202,-0.051767313,0.083009665,-0.677408379,-0.686689086,-0.337748525,6.73E-289,7.40E-49,1.98E-199,1.56E-16,6.43E-135,4.91E-106,0.001317387,0.000603356,3.67E-08,0,0,1.66E-117,bird
tinamiformes,47,-0.528045868,-0.457417045,-1.269121947,206.5589632,50.41369883,-1.177999794,3.139046624,530.8674468,312.6685998,1.500195344,5.583066012,193.3191489,228.9474125,1.54673853,4.630085911,-0.3549656,-0.415760241,-0.415760241,0.555754805,0.49421634,-0.555754805,0.435443771,0.365297882,0.365297882,-0.299028677,-0.267460685,0.299028677,0.370717714,0.320926237,0.320926237,-0.234014323,-0.240437565,0.234014323,0.087294703,0.056400764,0.056400764,-0.078760193,-0.064303476,0.078760193,-0.277038767,-0.113429827,0.000433852,0.343954206,0.727630688,0.01435302,0.003656226,0.003656226,5.01E-05,0.000414421,5.01E-05,0.002219942,0.011574871,0.011574871,0.041169856,0.069138589,0.041169856,0.010311679,0.027845521,0.027845521,0.113377628,0.103535178,0.113377628,0.559581798,0.70650642,0.70650642,0.598727242,0.667620152,0.598727242,0.059399569,0.447762303,0.997690729,0.017920105,6.87E-09,0.680527541,18,0,2.070943111,3.272376812,13.63370163,-0.37034714,0.268023363,0.19269685,0.213956095,0.164539113,-0.120778197,-0.135828674,-0.098909295,-0.470212919,-0.507921864,-0.412083489,4.62E-108,2.39E-133,6.58E-79,4.34E-43,3.96E-54,2.16E-29,0,0,0,-0.162194238,-0.145569566,-3.38E-05,0.228129342,0.239211964,0.410526496,-0.089418955,-0.256508397,0.030965838,0.176288209,0.023559679,0.290249512,4.50E-10,2.28E-08,0.998971494,1.06E-18,1.85E-20,1.71E-60,0.000622094,2.21E-23,0.236857206,1.16E-11,0.36818602,9.37E-30,bird
trogoniformes,43,0.561010475,0.290467875,-1.985102833,231.6878241,26.42697935,-1.958625653,8.397848496,90.56930233,39.34358969,1.014157182,3.346291526,192.8372093,255.1493428,1.750383068,5.071808561,-0.160945589,-0.140401904,-0.140401904,0.00181262,0.029983763,-0.00181262,-0.099818786,-0.010347042,-0.010347042,-0.012684989,-0.045907581,0.012684989,-0.233722855,-0.205725944,-0.205725944,0.140294282,0.164219265,-0.140294282,-0.116216727,-0.069529421,-0.069529421,0.05897678,0.101868983,-0.05897678,-0.251198982,-0.3170141,-0.251302971,-0.007929016,0.709880134,0.302525681,0.36918199,0.36918199,0.990795892,0.848630762,0.990795892,0.524215157,0.947495302,0.947495302,0.935654207,0.770042266,0.935654207,0.13144167,0.18567203,0.18567203,0.36955276,0.292666214,0.36955276,0.457997711,0.657739197,0.657739197,0.707163808,0.515685841,0.707163808,0.104193274,0.038330214,0.10404521,0.959753698,9.79E-08,0.605120248,11,0,1.534814947,3.189207544,13.24847057,-0.627703536,0.441118453,0.450644985,0.456013315,0.441685179,-0.303782727,-0.308305197,-0.296602656,-0.737635309,-0.74481355,-0.725745926,0,0,0,2.48E-273,6.92E-282,4.61E-260,0,0,0,-0.028745402,-0.160060343,0.053890005,0.198282584,0.58546159,0.744123346,0.43324703,0.302215394,0.371893877,0.39114579,0.208773881,0.396654028,0.257428851,2.22E-10,0.033651611,3.06E-15,1.23E-143,3.39E-274,4.05E-72,3.51E-34,3.70E-52,5.65E-58,9.16E-17,1.04E-59,bird
anura,5901,7.909732943,7.507145422,-1.153386231,214.1312874,46.2492852,-1.615782272,6.017802233,45.36528165,25.74074894,2.310391497,11.58712745,34.71293001,101.459104,5.988828112,47.95012139,0.053388013,0.071594505,0.071594505,-0.047584668,-0.052901319,0.047584668,0.045866255,0.044296558,0.044296558,0.09077325,0.092416192,-0.09077325,0.067851768,0.070337937,0.070337937,0.072831926,0.074410658,-0.072831926,-0.012266675,0.001842341,0.001842341,0.062815439,0.06092227,-0.062815439,-0.0838284,0.049238482,0.290569761,0.030969242,0.417908577,0.00017056,4.56E-07,4.56E-07,0.000808276,0.000195521,0.000808276,0.001242937,0.001819426,0.001819426,1.55E-10,7.20E-11,1.55E-10,1.76E-06,7.23E-07,7.23E-07,2.88E-07,1.58E-07,2.88E-07,0.388075253,0.896861687,0.896861687,9.69E-06,1.78E-05,9.69E-06,3.45E-09,0.000527259,5.71E-97,0.029293649,1.19E-208,14.8348332,180,5,22.20177636,2.31370043,9.099606347,-0.709763776,0.582147328,0.52852411,0.416788741,0.505867071,-0.439013769,-0.360109363,-0.422010793,-0.800105089,-0.555909046,-0.830339708,0,0,0,0,0,0,0,0,0,0.55630696,-0.099460426,-0.380368759,0.171851979,-0.566004987,0.201997608,0.462110815,0.426076905,0.383898323,-0.199434467,-0.23429425,-0.189069075,0,3.41E-20,1.22E-291,1.63E-57,0,3.32E-79,0,0,1.72E-297,3.24E-77,1.16E-106,1.91E-69,amphibian
caudata,595,5.140714653,4.501152212,2.678212545,179.6818088,52.2364331,-0.571030905,2.93358445,122.9103838,85.62625831,4.013804211,27.91231039,22.42689076,80.17795412,8.956954237,107.1237451,-0.373475973,-0.383528188,-0.383528188,0.260172477,0.172460895,-0.260172477,0.628097868,0.640930414,0.640930414,-0.608331532,-0.516120635,0.608331532,0.54493826,0.565049685,0.565049685,-0.537690264,-0.466267015,0.537690264,-0.382278364,-0.375194262,-0.375194262,0.344060769,0.283616851,-0.344060769,-0.309324838,-0.195717488,0.430890641,-0.485440973,-0.200776965,7.87E-18,8.58E-19,8.58E-19,4.22E-09,0.000115143,4.22E-09,1.11E-55,1.31E-58,1.31E-58,1.98E-51,4.77E-35,1.98E-51,1.25E-39,4.25E-43,4.25E-43,1.96E-38,4.37E-28,1.96E-38,1.14E-18,5.42E-18,5.42E-18,3.35E-15,1.31E-10,3.35E-15,1.95E-12,1.15E-05,8.51E-24,1.25E-30,6.74E-06,0.966252909,47,0,2.97722391,6.366707337,54.96166453,0.230699355,-0.228347918,-0.020100293,-0.012974698,-0.030698312,0.005679002,0.00205099,0.021259645,-0.261115318,-0.177643419,-0.361946913,0.022484702,0.140753675,0.000490686,0.519119543,0.815889489,0.015789979,6.33E-200,7.19E-92,0,-0.423297858,-0.455045025,0.346150021,0.438580928,0.424476451,0.590725996,0.257043121,0.276239148,0.262345303,0.208783528,0.255027212,0.242459524,1.75E-78,6.88E-92,2.23E-51,9.28E-85,5.90E-79,2.70E-168,2.59E-28,1.31E-32,1.82E-29,5.07E-19,6.97E-28,2.78E-25,amphibian
gymnophiona,183,0.954095641,0.798076751,-0.349160693,235.8966111,25.35009679,-0.969100547,3.576811415,338.5976331,145.7369948,1.365808711,5.057894346,22.64480874,89.40449852,7.100468648,61.07038762,0.357957869,0.370676216,0.370676216,-0.436995364,-0.40244612,0.436995364,-0.159830461,-0.219775445,-0.219775445,0.136544879,0.126615993,-0.136544879,-0.021626437,-0.055824392,-0.055824392,-0.008987106,-0.019640839,0.008987106,0.142595653,0.132523589,0.132523589,-0.119195154,-0.115283067,0.119195154,-0.251983623,-0.017312613,0.338931864,-0.1129205,0.346601224,1.77E-06,7.02E-07,7.02E-07,2.85E-09,5.82E-08,2.85E-09,0.037918144,0.004090924,0.004090924,0.076692195,0.100921924,0.076692195,0.780175948,0.470975088,0.470975088,0.907678206,0.799912488,0.907678206,0.064393154,0.085868774,0.085868774,0.122698643,0.135558193,0.122698643,0.000949864,0.823216151,6.56E-06,0.143809431,3.91E-06,0.305663305,11,0,0.993566339,3.932210338,20.47934359,-0.453388459,0.339216136,0.286071968,0.288412168,0.291261204,-0.218730313,-0.220238959,-0.222094303,-0.660364438,-0.665605684,-0.671610802,2.78E-241,2.19E-245,1.95E-250,2.02E-139,2.26E-141,8.62E-144,0,0,0,-0.48798042,-0.630412635,0.309899588,0.243604742,0.477445906,0.586295848,0.112366959,0.075653086,0.21144091,0.501473443,0.467596818,0.553552072,1.49E-62,7.14E-115,2.68E-24,2.44E-15,1.36E-59,7.55E-96,0.000308504,0.015309833,7.63E-12,1.68E-66,6.45E-57,1.64E-83,amphibian
crocodylia,24,-0.06212231,-0.051916356,0.47262882,240.7246021,22.91867316,-2.109669309,7.713798583,222115.2167,293978.6573,1.922222133,6.272152848,295.2916667,287.8804823,1.170267665,3.640487781,0.08021342,0.08021342,0.08021342,-0.251361651,-0.091047808,0.251361651,0.224018525,0.224018525,0.224018525,-0.315331489,-0.201219818,0.315331489,-0.028278473,-0.028278473,-0.028278473,-0.134146545,0.011324059,0.134146545,-0.268261962,-0.268261962,-0.268261962,0.190154871,0.201481393,-0.190154871,0.054359645,0.130898024,0.043062201,0.010871929,0.658838894,0.709455604,0.709455604,0.709455604,0.236088976,0.67221448,0.236088976,0.292650764,0.292650764,0.292650764,0.133373089,0.345762645,0.133373089,0.895644056,0.895644056,0.895644056,0.532014881,0.958117322,0.532014881,0.204998708,0.204998708,0.204998708,0.373469008,0.3451228,0.373469008,0.800827282,0.542083079,0.841643881,0.959788206,0.000463686,0.52958375,5,0,1.037533353,2.038400646,6.295257827,-0.677792549,0.557216008,0.430497008,0.426653873,0.435093772,-0.348703769,-0.34490946,-0.354207049,-0.648888202,-0.64232384,-0.65776929,0,0,0,0,0,0,0,0,0,-0.133749067,-0.304659311,-0.046450207,-0.031203048,-0.122151762,0.035475103,0.135943585,0.136105096,0.050416731,0.04781408,0.048032125,-0.032872167,3.19E-09,4.70E-43,0.040526413,0.168954214,6.52E-08,0.117814058,1.75E-09,1.67E-09,0.026184052,0.034983071,0.034159742,0.147283686,crocturt
testudines,322,1.528477936,1.121317325,2.66228592,217.81595,40.88667378,-1.063634163,3.891235512,12901.88816,38222.39624,4.904421216,30.18056986,94.2173913,168.6739817,3.929617787,26.49802257,-0.025138198,-0.025690878,-0.025690878,0.136667462,0.080915396,-0.136667462,-0.020924532,-0.03453775,-0.03453775,0.232898189,0.152645674,-0.232898189,-0.103424118,-0.112735351,-0.112735351,0.340230702,0.273816598,-0.340230702,-0.23492889,-0.225265786,-0.225265786,0.334139469,0.310443934,-0.334139469,0.314438407,0.273653244,0.071687497,0.051791799,0.464886589,0.653646813,0.646542992,0.646542992,0.014263596,0.148055019,0.014263596,0.708797019,0.537521902,0.537521902,2.50E-05,0.00613869,2.50E-05,0.064208022,0.043551802,0.043551802,3.86E-10,6.29E-07,3.86E-10,2.12E-05,4.65E-05,4.65E-05,8.22E-10,1.34E-08,8.22E-10,8.49E-09,6.39E-07,0.200184766,0.3550037,1.29E-18,2.251134877,21,0,3.362273902,1.781395748,6.014528415,-0.632276868,0.548335419,0.022536328,-0.173274964,0.363632905,-0.013824554,0.128265348,-0.289990705,-0.285192637,-0.051178677,-0.648108795,0.010189847,3.84E-88,0,0.115029602,8.40E-49,3.21E-250,1.01E-241,5.29E-09,0,-0.265895983,-0.179133345,0.470985637,0.384892729,0.319183707,0.352344678,0.307960461,0.365462333,0.235612304,0.203298886,0.253501566,0.161131962,3.09E-79,3.09E-36,3.29E-266,6.13E-171,3.23E-115,1.13E-141,5.46E-107,4.61E-153,3.96E-62,2.20E-46,5.94E-72,1.49E-29,crocturt
